symbol,min_score,max_move_pct,notes
TGTX,0.75,3,
TH,0.75,3,
THO,0.75,3,
TII,0.75,3,
TILE,0.75,3,
TJX,0.75,3,
TKNO,0.75,3,
TKR,0.75,3,
TLS,0.75,3,
TLSI,0.75,3,
TLX,0.75,3,
TMCI,0.75,3,
TMO,0.75,3,
TMQ,0.75,3,
TNC,0.75,3,
TOL,0.75,3,
TOPP,0.75,3,
TOST,0.75,3,
TPCS,0.75,3,
TPL,0.75,3,
TPR,0.75,3,
TR,0.75,3,
TREX,0.75,3,
TRMB,0.75,3,
TRNO,0.75,3,
TRNS,0.75,3,
TRSG,0.75,3,
TRX,0.75,3,
TS,0.75,3,
TSLA,0.75,5,
TSM,0.75,3,
TSSI,0.75,3,
TT,0.75,3,
TTAM,0.75,3,
TTAN,0.75,3,
TTC,0.75,3,
TTD,0.75,3,
TTEK,0.75,3,
TTI,0.75,3,
TTMI,0.75,3,
TVTX,0.75,3,
TWAV,0.75,3,
TWIN,0.75,3,
TWLO,0.75,3,
TWST,0.75,3,
TXG,0.75,3,
TXN,0.75,3,
TYGO,0.75,3,
TYL,0.75,3,
TYRA,0.75,3,
TZOO,0.75,3,
U,0.75,3,
UAMY,0.75,3,
UBER,0.75,3,
UCTT,0.75,3,
UFPI,0.75,3,
UFPT,0.75,3,
UG,0.75,3,
UI,0.75,3,
UL,0.75,3,
ULS,0.75,3,
ULTA,0.75,3,
UMC,0.75,3,
UNF,0.75,3,
UNP,0.75,3,
URBN,0.75,3,
URI,0.75,3,
USAS,0.75,3,
USIO,0.75,3,
USLM,0.75,3,
UTI,0.75,3,
UUU,0.75,3,
UUUU,0.75,3,
V,0.75,3,
VAL,0.75,3,
VALE,0.75,3,
VANI,0.75,3,
VC,0.75,3,
VCEL,0.75,3,
VCYT,0.75,3,
VECO,0.75,3,
VELO,0.75,3,
VERX,0.75,3,
VHUB,0.75,3,
VIA,0.75,3,
VIAV,0.75,3,
VICR,0.75,3,
VISN,0.75,3,
VITL,0.75,3,
VIV,0.75,3,
VLO,0.75,3,
VLTO,0.75,3,
VMC,0.75,3,
VMD,0.75,3,
VMI,0.75,3,
VNOM,0.75,3,
VOXR,0.75,3,
VPG,0.75,3,
VRCA,0.75,3,
VRSN,0.75,3,
VRT,0.75,3,
VRTX,0.75,3,
VS,0.75,3,
VSEC,0.75,3,
VSH,0.75,3,
VTEX,0.75,3,
VTIX,0.75,3,
VTR,0.75,3,
VTS,0.75,3,
W,0.75,3,
WAB,0.75,3,
WAT,0.75,3,
WATT,0.75,3,
WCN,0.75,3,
WCT,0.75,3,
WDAY,0.75,3,
WDC,0.75,3,
WDFC,0.75,3,
WEAV,0.75,3,
WELL,0.75,3,
WETO,0.75,3,
WEYS,0.75,3,
WFCF,0.75,3,
WFG,0.75,3,
WFRD,0.75,3,
WGS,0.75,3,
WHD,0.75,3,
WHK,0.75,3,
WINA,0.75,3,
WIT,0.75,3,
WLDN,0.75,3,
WM,0.75,3,
WMS,0.75,3,
WOR,0.75,3,
WPM,0.75,3,
WRAP,0.75,3,
WRBY,0.75,3,
WS,0.75,3,
WSM,0.75,3,
WSO,0.75,3,
WSO.B,0.75,3,
WST,0.75,3,
WTS,0.75,3,
WTTR,0.75,3,
WYFI,0.75,3,
WYY,0.75,3,
XCH,0.75,3,
XERS,0.75,3,
XGN,0.75,3,
XHLD,0.75,3,
XMAX,0.75,3,
XMTR,0.75,3,
XNDU,0.75,3,
XOM,0.75,3,
XPEL,0.75,3,
XPER,0.75,3,
XPO,0.75,3,
XPON,0.75,3,
XPRO,0.75,3,
XTIA,0.75,3,
XYL,0.75,3,
YAAS,0.75,3,
YCBD,0.75,3,
YDDL,0.75,3,
YDKG,0.75,3,
YELP,0.75,3,
YETI,0.75,3,
YMT,0.75,3,
YOU,0.75,3,
YOUL,0.75,3,
YSXT,0.75,3,
ZBRA,0.75,3,
ZDAI,0.75,3,
ZENA,0.75,3,
ZEO,0.75,3,
ZETA,0.75,3,
ZJK,0.75,3,
ZKIN,0.75,3,
ZM,0.75,3,
ZONE,0.75,3,
ZS,0.75,3,
ZSQR,0.75,3,
ZTO,0.75,3,
ZVIA,0.75,3,
ZVRA,0.75,3,
ZWS,0.75,3,
ZYBT,0.75,3,
MSFT,0.75,3,
